1640044800000,46914.17000000,47162.27000000,46754.39000000,46793.23000000,1227.99665000,1640048399999,57629723.48431940,32545,592.08058000,27785849.34502600,0
1640048400000,46793.22000000,47000.00000000,46630.00000000,46946.72000000,1076.80160000,1640051999999,50408712.19718700,32611,561.49029000,26285584.74224090,0
1640052000000,46946.72000000,47098.80000000,46871.82000000,46942.54000000,723.05568000,1640055599999,33944414.19979660,25664,372.14589000,17472645.07462310,0
1640055600000,46942.54000000,48085.00000000,46914.76000000,47928.47000000,3002.18630000,1640059199999,142807996.59264660,78485,1772.55310000,84350876.89083830,0
1640059200000,47928.48000000,48824.16000000,47927.05000000,48555.01000000,4522.30817000,1640062799999,219242980.20001320,109337,2347.97323000,113814616.21021190,0
1640062800000,48555.00000000,48768.60000000,48291.36000000,48600.51000000,2136.57152000,1640066399999,103765711.17724880,56006,1038.59263000,50446933.99647910,0
1640066400000,48600.50000000,48704.17000000,48331.56000000,48546.88000000,1481.32305000,1640069999999,71811471.69139010,43154,699.16422000,33893956.58406380,0
1640070000000,48546.88000000,48671.56000000,48412.43000000,48579.77000000,1225.43448000,1640073599999,59465916.78175670,38586,631.62357000,30650430.19022910,0
1640073600000,48579.77000000,49000.00000000,48512.00000000,48566.44000000,2877.38845000,1640077199999,140333040.01536040,63664,1480.24874000,72221708.86329550,0
1640077200000,48566.43000000,48699.00000000,48438.49000000,48591.72000000,1258.33927000,1640080799999,61102450.60414040,37320,617.76418000,30000512.64933950,0
1640080800000,48591.71000000,48785.16000000,48568.39000000,48657.85000000,838.14217000,1640084399999,40801707.51071480,28635,426.02568000,20742505.55390200,0
1640084400000,48657.86000000,48899.00000000,48623.48000000,48866.92000000,1073.64637000,1640087999999,52352681.25905580,32534,567.65694000,27679209.17809630,0
1640088000000,48866.92000000,49328.96000000,48641.35000000,48735.49000000,3074.34857000,1640091599999,150713674.66734050,83072,1572.39817000,77095985.92366850,0
1640091600000,48735.49000000,48970.88000000,48575.09000000,48909.49000000,1564.00435000,1640095199999,76276014.01951180,54925,760.66781000,37095803.96315210,0
1640095200000,48909.49000000,48966.20000000,48520.00000000,48624.01000000,1453.20324000,1640098799999,70831256.36740330,51771,661.00070000,32219271.68034760,0
1640098800000,48624.01000000,48788.87000000,48265.24000000,48418.49000000,2209.08606000,1640102399999,107149902.88222090,61643,1171.54370000,56821643.39750020,0
1640102400000,48418.48000000,48746.97000000,48381.57000000,48685.19000000,1137.16935000,1640105999999,55228977.13062720,39809,551.83744000,26801669.60115720,0
1640106000000,48685.18000000,48876.94000000,48570.32000000,48655.17000000,938.65985000,1640109599999,45699020.12396100,33947,522.21121000,25425099.88823020,0
1640109600000,48655.16000000,48684.93000000,48402.00000000,48441.51000000,963.02756000,1640113199999,46764042.71309750,31049,511.78152000,24852086.43934920,0
1640113200000,48441.51000000,48660.92000000,48332.50000000,48619.79000000,863.33488000,1640116799999,41864877.04498480,34111,439.70630000,21323618.77359440,0
1640116800000,48619.80000000,48791.95000000,48461.47000000,48608.95000000,813.50308000,1640120399999,39537362.91873920,33727,433.76249000,21082743.20839520,0
1640120400000,48608.94000000,49177.00000000,48528.89000000,49084.25000000,1360.56250000,1640123999999,66517538.77483430,44554,717.07996000,35052865.12091000,0
1640124000000,49084.24000000,49287.93000000,48943.61000000,49287.92000000,873.50019000,1640127599999,42880267.84105780,37814,460.26060000,22599409.71270840,0
1640127600000,49287.92000000,49287.93000000,48840.01000000,48889.88000000,1020.33590000,1640131199999,50104408.86247210,34449,446.70111000,21933385.23477690,0
