1638835200000,50441.91000000,50750.00000000,50332.62000000,50634.58000000,1533.73366000,1638838799999,77561952.92560390,51526,790.76126000,39991670.59687950,0
1638838800000,50634.59000000,51430.00000000,50337.01000000,50615.67000000,2622.47355000,1638842399999,133229743.10949750,78042,1341.19942000,68176927.10209130,0
1638842400000,50615.67000000,50855.09000000,50500.79000000,50635.25000000,1161.74003000,1638845999999,58891307.51697980,43162,526.03089000,26666199.30687320,0
1638846000000,50635.25000000,51206.32000000,50588.37000000,50945.03000000,1266.95497000,1638849599999,64409441.32357910,40179,672.74705000,34211133.14891410,0
1638849600000,50945.02000000,51188.00000000,50797.86000000,50914.61000000,1490.99037000,1638853199999,76042471.16863920,43656,654.10290000,33356502.83326820,0
1638853200000,50914.61000000,51200.00000000,50821.20000000,50872.92000000,1016.79911000,1638856799999,51838895.42675320,35313,493.67342000,25169072.74915810,0
1638856800000,50872.92000000,51200.00000000,50865.61000000,51148.20000000,992.81175000,1638860399999,50683958.57791280,35745,534.01663000,27263608.78830430,0
1638860400000,51148.20000000,51335.16000000,50811.44000000,50907.27000000,1301.08953000,1638863999999,66400303.79353680,44281,586.76023000,29953638.91900890,0
1638864000000,50907.27000000,51256.00000000,50810.03000000,51203.11000000,1426.27045000,1638867599999,72855392.53374810,46772,613.80665000,31353502.87613310,0
1638867600000,51203.11000000,51500.00000000,51001.41000000,51260.17000000,2058.93551000,1638871199999,105602015.49156980,57544,1016.43052000,52144947.88381900,0
1638871200000,51260.16000000,51383.91000000,51109.00000000,51309.09000000,1230.51656000,1638874799999,63028021.78723930,40659,565.98574000,28991257.66252470,0
1638874800000,51309.10000000,51500.00000000,51250.00000000,51456.20000000,1269.78585000,1638878399999,65212572.91478460,41924,648.93160000,33328829.81136710,0
1638878400000,51456.21000000,51542.00000000,50611.04000000,50912.07000000,3083.94084000,1638881999999,157229383.24868690,87767,1501.26694000,76558668.51472470,0
1638882000000,50911.41000000,51080.00000000,50811.11000000,50912.54000000,1537.93905000,1638885599999,78348895.14797340,45470,757.93560000,38615394.51432710,0
1638885600000,50912.54000000,51500.00000000,50821.87000000,51463.66000000,1628.27167000,1638889199999,83303244.86110340,54713,797.28423000,40791211.25463200,0
1638889200000,51463.67000000,51936.33000000,51345.55000000,51734.15000000,2768.30368000,1638892799999,142981488.11827380,84193,1378.97404000,71231568.93858700,0
1638892800000,51734.15000000,51866.88000000,51071.00000000,51358.51000000,2173.12358000,1638896399999,111818042.05373250,62460,1054.09742000,54230108.24311760,0
1638896400000,51353.22000000,51372.76000000,50850.00000000,50999.97000000,1427.28582000,1638899999999,72952113.48701530,46402,671.48970000,34324850.18652850,0
1638900000000,50999.97000000,51200.00000000,50900.00000000,50921.61000000,1096.36955000,1638903599999,55931369.44143120,37411,570.21581000,29089084.36432950,0
1638903600000,50921.61000000,51204.77000000,50666.00000000,50884.48000000,1312.93360000,1638907199999,66878677.48042190,42388,643.22168000,32769030.63360150,0
1638907200000,50884.49000000,51006.20000000,50150.00000000,50441.59000000,2194.52091000,1638910799999,110735915.92071370,64930,1057.92782000,53377265.75757480,0
1638910800000,50441.59000000,50856.46000000,50358.99000000,50489.92000000,1468.15088000,1638914399999,74336821.78195290,43601,708.88179000,35890255.60754130,0
1638914400000,50489.93000000,50626.43000000,50039.74000000,50245.25000000,1362.13177000,1638917999999,68495216.27195840,51991,668.67998000,33629240.93828910,0
1638918000000,50245.25000000,50710.99000000,50141.60000000,50588.95000000,828.39608000,1638921599999,41806255.82555830,32221,424.68967000,21437096.99439110,0
