1635379200000,58413.44000000,58877.48000000,58220.77000000,58250.01000000,1793.62424000,1635382799999,104946391.96133460,54314,799.98414000,46817498.98474660,0
1635382800000,58250.01000000,58975.78000000,58075.62000000,58922.56000000,1923.06298000,1635386399999,112708133.93078980,53136,900.99133000,52805952.14415490,0
1635386400000,58922.57000000,58927.05000000,58636.26000000,58924.63000000,1085.84637000,1635389999999,63832621.91284520,38957,514.97565000,30273672.11866170,0
1635390000000,58924.62000000,59162.02000000,58559.03000000,58839.80000000,1424.56388000,1635393599999,83905925.36200880,50211,618.96866000,36465721.76914720,0
1635393600000,58839.80000000,59220.31000000,58685.00000000,58791.13000000,1573.04686000,1635397199999,92758736.26228650,50425,787.88218000,46455482.97483890,0
1635397200000,58791.14000000,59142.85000000,58711.20000000,59057.89000000,1861.48072000,1635400799999,109770180.89829990,57729,932.01359000,54961427.60828170,0
1635400800000,59057.89000000,59248.60000000,58700.00000000,59037.57000000,3081.92657000,1635404399999,181800014.50279490,85351,1539.64441000,90831947.32763330,0
1635404400000,59037.57000000,59200.00000000,58850.00000000,58993.71000000,1806.49409000,1635407999999,106546603.53261350,57900,871.79345000,51421063.04600880,0
1635408000000,58993.71000000,60700.00000000,58988.04000000,60560.38000000,4769.20386000,1635411599999,285661384.86790860,140126,2568.56962000,153846443.14234470,0
1635411600000,60560.37000000,61257.82000000,60387.66000000,61049.57000000,3367.05205000,1635415199999,204443181.66007180,103347,1794.70923000,108992523.68738350,0
1635415200000,61049.58000000,61210.00000000,60826.63000000,61025.82000000,1983.99417000,1635418799999,121068506.22559430,60923,996.45232000,60809453.56035690,0
1635418800000,61025.83000000,61098.99000000,60750.91000000,60960.61000000,1661.78319000,1635422399999,101231227.83571120,51313,811.53294000,49438819.37944690,0
1635422400000,60960.62000000,61280.28000000,60857.00000000,61095.28000000,1900.27734000,1635425999999,116050418.15672880,53140,1127.16891000,68836447.37354230,0
1635426000000,61095.29000000,61800.00000000,60929.00000000,61590.82000000,2712.95888000,1635429599999,166550830.30502010,88336,1479.44935000,90830707.47883790,0
1635429600000,61590.81000000,61657.26000000,61225.05000000,61542.14000000,2142.61786000,1635433199999,131670083.04654330,63348,1028.34845000,63197284.19234100,0
1635433200000,61542.13000000,61561.56000000,61051.01000000,61138.62000000,1551.18355000,1635436799999,95119044.59521770,53257,761.83262000,46711519.04024330,0
1635436800000,61138.61000000,61323.92000000,61106.53000000,61169.03000000,1268.57569000,1635440399999,77671077.49010200,46470,683.69995000,41854893.88367050,0
1635440400000,61169.04000000,61296.52000000,60813.95000000,61133.87000000,2274.32866000,1635443999999,138838190.62220660,65183,1144.53861000,69864902.30296740,0
1635444000000,61133.87000000,61243.22000000,57820.00000000,60126.36000000,7831.14015000,1635447599999,466356628.10737790,241149,3655.51928000,217906579.40675300,0
1635447600000,60126.36000000,61478.42000000,59534.80000000,61289.13000000,4484.31858000,1635451199999,270687236.78296560,123118,2413.22789000,145721358.20220620,0
1635451200000,61288.87000000,62499.00000000,60903.91000000,61381.93000000,4628.46148000,1635454799999,286009451.24093110,160413,2500.52852000,154583709.75784280,0
1635454800000,61381.93000000,61399.99000000,60405.43000000,60716.57000000,2027.26268000,1635458399999,123398401.96281110,82394,911.66869000,55494756.85504040,0
1635458400000,60716.58000000,60923.79000000,60421.00000000,60506.85000000,1248.80210000,1635461999999,75744919.14970660,50943,627.03313000,38030881.27330780,0
1635462000000,60506.86000000,60812.06000000,60333.00000000,60575.89000000,2654.34706000,1635465599999,160860660.64773660,46792,976.90913000,59182672.30515580,0
