1536710400000,6293.00000000,6300.59000000,6259.54000000,6259.64000000,1195.23988500,1536713999999,7515667.29992822,5599,586.60515000,3687962.77849954,0
1536714000000,6261.46000000,6281.99000000,6253.17000000,6266.79000000,1048.80618100,1536717599999,6579883.92245774,5117,586.47543300,3679551.48359078,0
1536717600000,6266.79000000,6279.00000000,6231.50000000,6256.00000000,1253.89823100,1536721199999,7847233.86469669,6075,605.42069200,3789857.62295243,0
1536721200000,6255.99000000,6268.61000000,6218.00000000,6260.97000000,1093.53381000,1536724799999,6827406.32465644,7663,566.67835700,3538514.92431326,0
1536724800000,6261.95000000,6290.00000000,6252.38000000,6272.15000000,1361.03992100,1536728399999,8538930.98762033,6145,811.24804000,5089917.93655394,0
1536728400000,6272.14000000,6305.05000000,6270.04000000,6278.50000000,1462.62986400,1536731999999,9191075.98778830,6747,827.47215700,5201072.83807430,0
1536732000000,6276.45000000,6285.00000000,6248.00000000,6253.69000000,522.50054800,1536735599999,3273191.10341908,4043,261.46315100,1638049.93784427,0
1536735600000,6255.08000000,6266.99000000,6230.27000000,6244.94000000,1450.56553300,1536739199999,9066049.49873485,8547,824.96172500,5156919.48141053,0
1536739200000,6245.00000000,6253.15000000,6192.37000000,6249.00000000,1859.71251100,1536742799999,11576330.89855998,10274,977.54517100,6088439.82943022,0
1536742800000,6249.04000000,6265.11000000,6238.15000000,6254.22000000,1315.05271400,1536746399999,8221500.01126769,6654,693.26556700,4334167.01871733,0
1536746400000,6256.22000000,6278.22000000,6240.00000000,6243.95000000,1200.83424400,1536749999999,7513193.55562522,6409,649.22753900,4062354.42655175,0
1536750000000,6242.99000000,6260.00000000,6225.00000000,6243.74000000,927.16554000,1536753599999,5784340.92175534,6119,580.84280200,3624216.69080242,0
1536753600000,6243.76000000,6288.00000000,6243.76000000,6252.49000000,1220.00491700,1536757199999,7635527.91852428,6562,720.50199300,4510285.99880306,0
1536757200000,6252.49000000,6297.24000000,6250.17000000,6295.53000000,1475.80091600,1536760799999,9258237.90959498,6904,889.84239600,5583247.48938991,0
1536760800000,6297.88000000,6299.00000000,6263.47000000,6282.99000000,1135.31956300,1536764399999,7133850.82792876,6562,685.97663100,4310642.62181051,0
1536764400000,6283.00000000,6292.77000000,6257.11000000,6269.39000000,1267.95689300,1536767999999,7951175.02516046,6351,700.84258600,4395176.66581444,0
1536768000000,6269.39000000,6285.00000000,6261.60000000,6271.30000000,1423.86801700,1536771599999,8931281.27126594,5898,833.50067800,5228791.11533762,0
1536771600000,6271.64000000,6318.99000000,6267.44000000,6291.00000000,1616.59773500,1536775199999,10169709.73407455,8032,812.89182000,5114992.54769332,0
1536775200000,6290.52000000,6360.00000000,6283.00000000,6315.65000000,1946.51379600,1536778799999,12294900.65387940,11480,1081.25287300,6831737.99108055,0
1536778800000,6316.07000000,6337.99000000,6292.51000000,6312.77000000,1447.30916300,1536782399999,9142901.55039477,8678,725.73267600,4585836.71018370,0
1536782400000,6313.86000000,6322.00000000,6297.00000000,6319.03000000,1554.68723500,1536785999999,9810072.53620402,6052,756.09475800,4770435.57019085,0
1536786000000,6319.04000000,6345.00000000,6303.44000000,6312.99000000,1181.03877500,1536789599999,7471602.59791215,7161,695.44284200,4399168.40982407,0
1536789600000,6313.00000000,6350.00000000,6303.56000000,6350.00000000,1228.22340900,1536793199999,7769699.52067224,6122,741.53088900,4691329.87798810,0
1536793200000,6350.00000000,6353.48000000,6321.93000000,6338.62000000,1245.34653800,1536796799999,7894245.09044524,6396,597.18096400,3785514.79733579,0
