1638921600000,50588.95000000,50744.17000000,50319.49000000,50722.23000000,1065.20082000,1638925199999,53839398.76585430,39697,497.34769000,25135828.05885090,0
1638925200000,50721.91000000,50795.45000000,50342.07000000,50424.32000000,1465.02332000,1638928799999,74104785.46342250,37467,621.95418000,31455883.10384630,0
1638928800000,50424.32000000,50696.76000000,50300.58000000,50332.01000000,732.70459000,1638932399999,37017073.78058650,29541,359.46242000,18161424.76358220,0
1638932400000,50332.01000000,50469.65000000,50100.00000000,50110.91000000,1078.31216000,1638935999999,54254988.58551980,41347,546.43528000,27492172.03063610,0
1638936000000,50110.90000000,50413.56000000,50077.00000000,50236.03000000,1067.87900000,1638939599999,53636266.81600940,42239,542.44728000,27244460.21512630,0
1638939600000,50236.03000000,50555.00000000,50122.85000000,50404.90000000,761.36708000,1638943199999,38361562.89671910,28075,392.85910000,19793282.05128010,0
1638943200000,50404.89000000,50700.00000000,50392.21000000,50613.15000000,851.68711000,1638946799999,43089564.90833610,31854,429.88134000,21747768.34582710,0
1638946800000,50613.15000000,50652.68000000,50385.95000000,50480.93000000,893.17336000,1638950399999,45094577.82996570,33170,418.63739000,21133234.99189970,0
1638950400000,50480.92000000,50620.20000000,50277.04000000,50411.62000000,1062.52629000,1638953999999,53584351.79540070,36434,494.27826000,24928945.03363270,0
1638954000000,50411.63000000,50526.38000000,50100.00000000,50117.09000000,1265.11526000,1638957599999,63648706.19287560,40010,538.78699000,27106023.74175380,0
1638957600000,50117.09000000,50324.09000000,49162.87000000,49223.47000000,3531.93595000,1638961199999,175419831.26615710,90262,1447.48036000,71917391.32257530,0
1638961200000,49223.47000000,49509.75000000,48824.69000000,49186.51000000,3216.74252000,1638964799999,158029099.08577160,79675,1587.65873000,78022330.17186420,0
1638964800000,49186.50000000,49300.39000000,48600.00000000,49239.99000000,2400.12315000,1638968399999,117647295.70909880,63585,989.37061000,48504292.85666110,0
1638968400000,49240.00000000,49384.71000000,48977.65000000,49047.53000000,1712.80791000,1638971999999,84295959.96296590,51317,801.83271000,39473189.32664440,0
1638972000000,49047.54000000,51050.00000000,48932.15000000,50731.52000000,5282.12016000,1638975599999,264770531.02815770,108802,2884.88339000,144509289.85950800,0
1638975600000,50731.53000000,51200.00000000,50457.00000000,50640.10000000,2483.05236000,1638979199999,126160163.27383020,61560,1140.20209000,57942563.44610360,0
1638979200000,50640.09000000,50807.94000000,50163.24000000,50439.61000000,1671.19847000,1638982799999,84377310.71650820,49187,824.67265000,41644613.97272080,0
1638982800000,50439.60000000,50490.96000000,50171.02000000,50264.00000000,1115.40482000,1638986399999,56148803.38779690,34054,508.11701000,25578148.17857870,0
1638986400000,50269.67000000,50670.77000000,50052.12000000,50548.70000000,1241.05988000,1638989999999,62518359.58367440,36942,578.42836000,29137117.03204570,0
1638990000000,50548.71000000,50865.80000000,50315.78000000,50423.21000000,1310.99047000,1638993599999,66262217.88967010,38602,569.60105000,28790474.30453350,0
1638993600000,50423.20000000,50896.08000000,50318.55000000,50689.01000000,1294.19176000,1638997199999,65497668.22509870,38573,575.55770000,29130253.54079830,0
1638997200000,50689.01000000,50827.39000000,50474.37000000,50589.94000000,871.90891000,1639000799999,44169699.23050130,31746,388.52545000,19680199.88856890,0
1639000800000,50589.93000000,50822.17000000,50079.78000000,50224.42000000,1079.50101000,1639004399999,54531929.91769900,40691,504.81363000,25500355.09011580,0
1639004400000,50224.42000000,50575.81000000,50165.31000000,50471.19000000,971.89830000,1639007999999,48998640.80313260,33395,483.60995000,24381450.91885560,0
